Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Germany,Included / Canada,Price / Canada,Compare At Price / Canada,Included / Eurozone,Price / Eurozone,Compare At Price / Eurozone,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Status
fresh-blueberry-1,Fresh blueberry,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,"","",true,Size,1kg,Material,Canada,,,'123456,0.0,,0,continue,manual,35.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_f2af588b-064b-4bee-8cf9-bb63cc1b389d.jpg?v=1629201599,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_f2af588b-064b-4bee-8cf9-bb63cc1b389d.jpg?v=1629201599,kg,,,true,true,,,true,,,true,,,true,,,active
fresh-blueberry-1,,,,,,,,,1kg,,India,,,'123456,0.0,,0,continue,manual,35.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_3e6f6576-34d0-46da-b90c-93d427fc5100.jpg?v=1629201599,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_3e6f6576-34d0-46da-b90c-93d427fc5100.jpg?v=1629201599,kg,,,,,,,,,,,,,,,,
fresh-blueberry-1,,,,,,,,,1kg,,Germany,,,'123456,0.0,,0,continue,manual,35.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6_348c8cc6-5002-4f1a-91a3-5b5c1ce1a974.jpg?v=1629201518,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6_348c8cc6-5002-4f1a-91a3-5b5c1ce1a974.jpg?v=1629201518,kg,,,,,,,,,,,,,,,,
fresh-blueberry-1,,,,,,,,,2kg,,Canada,,,'123456,0.0,,0,continue,manual,35.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/7_0369bacf-e14a-4447-a6a2-efc9a475975f.jpg?v=1629201519,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_f2af588b-064b-4bee-8cf9-bb63cc1b389d.jpg?v=1629201599,kg,,,,,,,,,,,,,,,,
fresh-blueberry-1,,,,,,,,,2kg,,India,,,'123456,0.0,,0,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_3e6f6576-34d0-46da-b90c-93d427fc5100.jpg?v=1629201599,kg,,,,,,,,,,,,,,,,
fresh-blueberry-1,,,,,,,,,2kg,,Germany,,,'123456,0.0,,0,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6_348c8cc6-5002-4f1a-91a3-5b5c1ce1a974.jpg?v=1629201518,kg,,,,,,,,,,,,,,,,
fresh-blueberry-1,,,,,,,,,5kg,,Canada,,,'123456,0.0,,0,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_f2af588b-064b-4bee-8cf9-bb63cc1b389d.jpg?v=1629201599,kg,,,,,,,,,,,,,,,,
fresh-blueberry-1,,,,,,,,,5kg,,India,,,'123456,0.0,,0,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_3e6f6576-34d0-46da-b90c-93d427fc5100.jpg?v=1629201599,kg,,,,,,,,,,,,,,,,
fresh-blueberry-1,,,,,,,,,5kg,,Germany,,,'123456,0.0,,0,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6_348c8cc6-5002-4f1a-91a3-5b5c1ce1a974.jpg?v=1629201518,kg,,,,,,,,,,,,,,,,
fresh-banana-100-safe,Fresh banana 100% safe,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,"","",true,Size,1kg,Material,Canada,,,'123456,11.0,shopify,18,deny,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_cc35d6c0-5724-4bba-9fa1-6af3a657c078.jpg?v=1629201593,1,,false,,,,,,,,,,,,,,,,,g,,5.00,true,true,,,true,,,true,,,true,,,active
fresh-banana-100-safe,,,,,,,,,1kg,,India,,,'123456,11.0,shopify,18,deny,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/7_08a76f41-027f-46d7-891f-6f2ddf7738ce.jpg?v=1629201593,2,,,,,,,,,,,,,,,,,,,g,,5.00,,,,,,,,,,,,,,
fresh-banana-100-safe,,,,,,,,,1kg,,Germany,,,'123456,11.0,shopify,18,deny,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_f2767559-3d76-44a3-9381-be5825b85f06.jpg?v=1629201515,3,,,,,,,,,,,,,,,,,,,g,,5.00,,,,,,,,,,,,,,
fresh-banana-100-safe,,,,,,,,,2kg,,Canada,,,'123456,11.0,shopify,18,deny,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6_6b81f4e4-4d71-45d8-8d69-ac92bd713bde.jpg?v=1629201516,4,,,,,,,,,,,,,,,,,,,g,,5.00,,,,,,,,,,,,,,
fresh-banana-100-safe,,,,,,,,,2kg,,India,,,'123456,11.0,shopify,18,deny,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,5.00,,,,,,,,,,,,,,
fresh-banana-100-safe,,,,,,,,,2kg,,Germany,,,'123456,11.0,shopify,18,deny,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,5.00,,,,,,,,,,,,,,
fresh-banana-100-safe,,,,,,,,,5kg,,Canada,,,'123456,11.0,shopify,18,deny,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,5.00,,,,,,,,,,,,,,
fresh-banana-100-safe,,,,,,,,,5kg,,India,,,'123456,11.0,shopify,18,deny,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,5.00,,,,,,,,,,,,,,
fresh-banana-100-safe,,,,,,,,,5kg,,Germany,,,'123456,11.0,shopify,18,deny,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,,g,,5.00,,,,,,,,,,,,,,
fresh-avocado-1,Fresh avocado,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,Bakery,"",true,Size,1kg,Material,Canada,,,'123456,0.0,shopify,12,continue,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_17fda0d3-0c50-48cc-8e3d-cccc6e7db926.jpg?v=1629201589,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_17fda0d3-0c50-48cc-8e3d-cccc6e7db926.jpg?v=1629201589,kg,,,true,true,,,true,,,true,,,true,,,active
fresh-avocado-1,,,,,,,,,1kg,,India,,,'123456,0.0,shopify,12,continue,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6.jpg?v=1629201589,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6.jpg?v=1629201589,kg,,,,,,,,,,,,,,,,
fresh-avocado-1,,,,,,,,,1kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_c487c8dc-3503-43c0-89ca-467ae2d8669d.jpg?v=1629201513,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_c487c8dc-3503-43c0-89ca-467ae2d8669d.jpg?v=1629201513,kg,,,,,,,,,,,,,,,,
fresh-avocado-1,,,,,,,,,2kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,15.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_eae962ae-e822-480c-9853-e7279976e6fa.jpg?v=1629201513,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_17fda0d3-0c50-48cc-8e3d-cccc6e7db926.jpg?v=1629201589,kg,,,,,,,,,,,,,,,,
fresh-avocado-1,,,,,,,,,2kg,,India,,,'123456,0.0,shopify,12,continue,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6.jpg?v=1629201589,kg,,,,,,,,,,,,,,,,
fresh-avocado-1,,,,,,,,,2kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_c487c8dc-3503-43c0-89ca-467ae2d8669d.jpg?v=1629201513,kg,,,,,,,,,,,,,,,,
fresh-avocado-1,,,,,,,,,5kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_17fda0d3-0c50-48cc-8e3d-cccc6e7db926.jpg?v=1629201589,kg,,,,,,,,,,,,,,,,
fresh-avocado-1,,,,,,,,,5kg,,India,,,'123456,0.0,shopify,12,continue,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6.jpg?v=1629201589,kg,,,,,,,,,,,,,,,,
fresh-avocado-1,,,,,,,,,5kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_c487c8dc-3503-43c0-89ca-467ae2d8669d.jpg?v=1629201513,kg,,,,,,,,,,,,,,,,
fresh-apple-5kg,Fresh apple (5kg),"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,"","",true,Size,2kg,Material,India,,,'123456,0.0,shopify,21,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_cea41c0a-5029-4fa5-8a29-46458a2cfeb8.jpg?v=1629201504,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_cea41c0a-5029-4fa5-8a29-46458a2cfeb8.jpg?v=1629201504,kg,,,true,true,,,true,,,true,,,true,,,active
fresh-apple-5kg,,,,,,,,,2kg,,Canada,,,'123456,0.0,shopify,21,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_a6e4d504-0ec9-4718-b664-9935d1685b46.jpg?v=1629201504,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_a6e4d504-0ec9-4718-b664-9935d1685b46.jpg?v=1629201504,kg,,,,,,,,,,,,,,,,
fresh-apple-5kg,,,,,,,,,3kg,,India,,,'123456,0.0,shopify,21,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_3a572e5f-cc6c-4656-b83c-4467dd9e7f08.jpg?v=1629201495,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_cea41c0a-5029-4fa5-8a29-46458a2cfeb8.jpg?v=1629201504,kg,,,,,,,,,,,,,,,,
fresh-apple-5kg,,,,,,,,,3kg,,Canada,,,'123456,0.0,shopify,21,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_e6d4dc9f-8007-4ef4-b128-0f6c7948324e.jpg?v=1629201495,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_a6e4d504-0ec9-4718-b664-9935d1685b46.jpg?v=1629201504,kg,,,,,,,,,,,,,,,,
fresh-healthy-food,Fresh & healthy food,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,"","",true,Size,5kg,,,,,'123456,0.0,shopify,5,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_bf13d410-358b-439d-80da-5b24e487064e.jpg?v=1629201500,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,true,,,active
fresh-healthy-food,,,,,,,,,1kg,,,,,'123456,0.0,shopify,7,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_3f1b1678-0806-45db-b962-7e3fc6820ff7.jpg?v=1629201500,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,
fresh-healthy-food,,,,,,,,,2kg,,,,,'123456,0.0,shopify,51,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_3b4c3aa8-3d1b-4a8e-b077-fd492956848b.jpg?v=1629201488,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,
fresh-healthy-food,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_0dc42b58-6dc2-4d04-a43b-e1769e338d4b.jpg?v=1629201488,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackberry-100-organic,Blackberry 100%organic,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,"","",true,Size,1kg,Material,Canada,,,'123456,0.0,shopify,11,continue,manual,18.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_217f84d4-de2e-49bc-be37-1bc824035039.jpg?v=1629201671,1,,false,,,,,,,,,,,,,,,,,kg,,,true,true,,,true,,,true,,,true,,,active
blackberry-100-organic,,,,,,,,,1kg,,India,,,'123456,0.0,shopify,12,continue,manual,17.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_04be75ee-8362-45ac-adeb-90a7cf55f6bd.jpg?v=1629201674,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,1kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6_608e3b6b-f83e-4234-8991-60647ac08a83.jpg?v=1629201675,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,2kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/7_4fde2417-655a-476d-9eb9-ad505b9d304b.jpg?v=1629201675,4,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,2kg,,India,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,2kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,5kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,5kg,,India,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,5kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,,,,,
fresh-grassben,Fresh grassben,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Vegist,,"","",true,Size,1kg,Material,Canada,,,'123456,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_e3af2cd6-0f26-42a3-8071-42cae821c669.jpg?v=1620644020,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_e3af2cd6-0f26-42a3-8071-42cae821c669.jpg?v=1620644020,kg,,,true,true,,,true,,,true,,,true,,,active
fresh-grassben,,,,,,,,,1kg,,India,,,'123456,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_f7390f79-2601-4bf0-a996-6635b67d28c7.jpg?v=1620644039,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_f7390f79-2601-4bf0-a996-6635b67d28c7.jpg?v=1620644039,kg,,,,,,,,,,,,,,,,
fresh-grassben,,,,,,,,,1kg,,Germany,,,'123456,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_505a1bff-4f10-455b-800e-af577270d99e.jpg?v=1620644039,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_505a1bff-4f10-455b-800e-af577270d99e.jpg?v=1620644039,kg,,,,,,,,,,,,,,,,
fresh-grassben,,,,,,,,,2kg,,Canada,,,'123456,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/9_408cb3a7-346d-494c-910b-d9eb148fdc73.jpg?v=1620644039,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_e3af2cd6-0f26-42a3-8071-42cae821c669.jpg?v=1620644020,kg,,,,,,,,,,,,,,,,
